"CODE","NAME","POSTCODE","NUMBER_OF_PRACTITIONERS","NUMBER_OF_PATIENTS","latitude","longitude"
"C83054","BOURNE GALLETLY PRACTICE TEAM","PE10 9BT",22,13468,52.775699,-0.376781
"C83055","STICKNEY SURGERY","PE22 8AA",7,5778,53.092409,0.005236
"C83056","EAST LINDSEY MEDICAL GROUP","LN11 9EH",14,14715,53.362241,0.002264
"C83057","KIRTON MEDICAL CENTRE","PE20 1DS",5,7712,52.930739,-0.058611
"C83058","WASHINGBOROUGH SURGERY","LN4 1BN",8,7768,53.221826,-0.473352
"C83059","GREYFRIARS SURGERY","PE21 6JU",10,13223,52.975102,-0.022798
"C83060","THE SIDINGS MEDICAL PRACTICE","PE21 8EG",19,17150,52.975942,-0.033522
"C83061","NORTH THORESBY SURGERY","DN36 5RT",14,9379,53.46502,-0.056751
"C83062","CHURCH WALK SURGERY","LN4 3EZ",9,5638,53.13783,-0.39973
"C83063","LONG SUTTON MEDICAL CTR.","PE12 9HB",18,16089,52.785244,0.118301
"C83064","MARISCO MEDICAL PRACTICE","LN12 1DP",11,14598,53.338676,0.257753
"C83065","LITTLEBURY MEDICAL CENTRE","PE12 7DE",8,7607,52.801884,0.019103
"C83067","LONG BENNINGTON MEDICAL CENTRE","NG23 5FR",10,6304,52.997585,-0.759425
"C83071","NEWARK ROAD SURGERY","LN6 8RT",4,7147,53.201567,-0.562943
"C83072","MINSTER MEDICAL PRACTICE","LN2 2JP",14,10315,53.247612,-0.523873
"C83073","CLIFF HOUSE MEDICAL PRACTICE","LN1 3LJ",9,6439,53.238877,-0.545016
"C83074","WILLINGHAM-BY-STOW SURGERY","DN21 5JZ",8,4215,53.350874,-0.685688
"C83075","VINE STREET SURGERY","NG31 6RQ",8,8753,52.91379,-0.642563
"C83078","BRANT ROAD & SPRINGCLIFFE SURGERY","LN5 9AB",10,9365,53.189032,-0.557031
"C83079","GLEBE PARK SURGERY","LN2 4QN",5,5385,53.246608,-0.508965
"C83080","THE HARROWBY LANE SURGERY","NG31 9NS",7,6064,52.920116,-0.615786
"C83082","BIRCHWOOD MEDICAL PRACTICE","LN6 0QQ",10,9905,53.215749,-0.605376
"C83083","THE NEW CONINGSBY SURGERY","LN4 4SG",8,7930,53.105092,-0.173849
"C83085","JAMES STREET FAMILY PRACTICE","LN11 0JN",17,12646,53.369169,-0.000626
"C83611","THE BASSINGHAM SURGERY","LN5 9HF",8,6741,53.126641,-0.636987
"C83613","CAISTOR HEALTH CENTRE","LN7 6NX",6,5186,53.494293,-0.31502
"C83614","SUTTERTON SURGERY","PE20 2ET",6,3622,52.901742,-0.097607
"C83617","ABBEYVIEW SURGERY","PE6 0AL",10,8424,52.671938,-0.163567
"C83626","BRAYFORD MEDICAL PRACTICE","LN1 1XP",6,9036,53.230242,-0.544291
"C83631","THE SPALDING GP SURGERY","PE11 3DT",2,3235,52.801469,-0.15089
"C83634","TASBURGH LODGE SURGERY","LN10 6TX",17,4305,53.151242,-0.21375
"C83635","WOODHALL SPA NEW SURGERY","LN10 6SQ",9,5626,53.153287,-0.207037
"C83641","TRENT VALLEY SURGERY","LN1 2NU",5,4363,53.270911,-0.670912
"C83643","BINBROOK SURGERY","LN8 6ED",5,2347,53.42766,-0.178896
"C83649","MARKET CROSS SURGERY","NG33 4BB",12,4952,52.80997,-0.514006
"C83650","THE WRAGBY SURGERY","LN8 5DA",10,3791,53.287963,-0.301337
"C83653","STACKYARD AND WOOLSTHORPE SURGERY","NG32 1QS",5,3743,52.852515,-0.7611
"Y01652","THE NEW SPRINGWELLS PRACTICE","NG34 0QQ",5,6302,52.893623,-0.340804
"Y04942","UNIVERSITY HEALTH CENTRE","LN6 7GA",4,10721,53.229537,-0.548748
"G83001","MANOR BROOK PMS","SE3 0EN",17,12503,51.469221,0.025062
"G83002","THE WESTWOOD SURGERY","DA16 2HE",9,9655,51.463176,0.097296
"G83004","BARNARD MEDICAL GROUP","DA14 4TA",15,14322,51.42792,0.10555
"G83006","THE ALBION SURGERY","DA6 7LP",23,14923,51.454049,0.147415
"G83009","BELLEGROVE SURGERY","DA16 3RE",6,12061,51.464561,0.09579
"G83010","NORTHUMBERLAND HEATH MED.CTR.","DA8 3DB",11,14006,51.476927,0.166001
"G83012","GALLIONS REACH HEALTH CENTRE","SE28 8BE",17,15959,51.505665,0.109463
"G83013","BLACKHEATH STANDARD PMS","SE3 7HB",12,6552,51.478134,0.019797
"G83015","ELTHAM PALACE PMS","SE9 5DQ",6,7761,51.449946,0.053714
"G83016","ROYAL ARSENAL MEDICAL CENTRE","SE18 6TE",14,11337,51.493492,0.073476
"G83018","LAKESIDE MEDICAL","SE2 9LH",17,16696,51.496518,0.122454
"G83019","PLUMSTEAD H/C PMS","SE18 1BB",5,12094,51.48595,0.092003
"G83021","VANBRUGH GROUP PRACTICE","SE10 9GB",28,17690,51.48607,0.008553
"G83024","INGLETON AVENUE SURGERY","DA16 2JZ",11,4961,51.454007,0.104087
"G83025","WELLING MEDICAL PRACTICE","DA16 2AT",15,11317,51.460844,0.107972
"G83026","TRIVENI PMS","SE18 5TE",8,7546,51.490321,0.058438
"G83027","EVEREST HEALTH PARTNERSHIP","SE9 6ER",26,18527,51.454715,0.049463
"G83028","BEXLEY GROUP PRACTICE","DA16 3HQ",11,12593,51.465832,0.109656
"G83029","PLAS MEDDYG SURGERY","DA5 1HU",12,7172,51.442846,0.144397
"G83030","ALL SAINTS MEDICAL CENTRE PMS","SE18 3PS",9,6006,51.479133,0.066256
"G83031","ABBEY WOOD SURGERY","SE2 9AT",9,7553,51.497094,0.11653
"G83033","DR DAVIES & PARTNER","DA7 5HL",7,5619,51.472278,0.139516
"G83039","ST MARKS PMS","SE18 3EP",10,9095,51.481107,0.072596
"G83044","FAIRFIELD PMS","SE7 8TX",16,11805,51.483908,0.038949
"G83046","BURSTED WOOD SURGERY","DA7 6HZ",9,5542,51.465721,0.15234
"G83047","STATION ROAD SURGERY","DA15 7DS",12,10013,51.431445,0.102029
"G83049","LYNDHURST ROAD MEDICAL CENTRE","DA7 6DL",11,10308,51.461251,0.158766
"G83052","BELVEDERE MEDICAL CENTRE","DA17 5LQ",12,17561,51.482567,0.144376
"G83053","BEXLEY MEDICAL GROUP","DA7 5RB",21,18948,51.47506,0.127967
"G83057","WOODLANDS SURGERY","DA15 8DF",14,10251,51.439755,0.088913
"G83058","PRIMECARE PMS (SOUTH STREET)","SE10 8NT",11,9256,51.476194,-0.012448
"G83060","GLYNDON PMS","SE18 7LU",8,6847,51.487385,0.079595
"G83062","SLADE GREEN MEDICAL CTR.","DA8 2HS",8,9549,51.470505,0.189787
"G83065","BURNEY STREET PMS","SE10 8EX",20,16045,51.47899,-0.009201
"G83066","SIDCUP MEDICAL CENTRE","DA14 6BU",11,20217,51.42356,0.105939
"G83067","VALENTINE HEALTH PARTNERSHIP","SE18 6PZ",34,27588,51.49221,0.061519
"G83628","NEW ELTHAM AND BLACKFEN MEDICAL CENTRE","SE9 3PT",7,9744,51.434495,0.074199
"G83630","RIVERSIDE SURGERY","DA8 1RQ",9,12573,51.479649,0.180746
"G83631","ABBEYSLADE PMS (DR CHAND)","SE2 0ER",4,4724,51.487796,0.107443
"G83633","CONWAY PMS","SE18 1AH",4,5380,51.487247,0.086344
"G83635","WAVERLEY PMS","SE18 7QU",8,4455,51.482736,0.083114
"G83641","PLUMBRIDGE MEDICAL CENTRE","SE10 8PA",5,2740,51.473207,-0.013986
"G83642","CRAYFORD TOWN SURGERY","DA1 4ER",8,10208,51.4502,0.18058
"G83647","MOSTAFA PMS","SE18 1SE",9,6731,51.487514,0.092621
"G83651","WOODLANDS SURGERY","SE10 9UB",7,6380,51.484797,0.004608
"G83654","BANNOCKBURN SURGERY","SE18 1ES",4,5142,51.488171,0.094554
"G83673","ELMSTEAD MEDICAL CLINIC","SE9 3JD",6,5192,51.432081,0.059139
"G83680","ELTHAM MEDICAL PRACTICE","SE9 5DQ",21,24348,51.449946,0.053714
"G84001","SOUTH VIEW PARTNERSHIP","BR1 3DR",21,13389,51.405111,0.026125
"G84002","DYSART SURGERY","BR1 1HN",14,12406,51.40039,0.015177
"G84003","LINKS MEDICAL PRACTICE","BR1 4PX",17,11101,51.419793,0.014808
"G84004","STOCK HILL SURGERY","TN16 3TJ",16,10032,51.31207,0.031838
"G84005","DERRY DOWNS SURGERY","BR5 4DU",5,5004,51.385174,0.116651
"G84006","SUMMERCROFT SURGERY","BR6 7AR",16,10175,51.365356,0.063057
"G84007","POVEREST MEDICAL CENTRE","BR5 2DQ",11,8547,51.39001,0.101265
"G84008","MANOR ROAD SURGERY","BR3 5LE",8,5851,51.407147,-0.022544
"G84009","FAMILY SURGERY","BR6 6BG",8,4038,51.354366,0.089996
"G84010","THE CHISLEHURST PARTNERSHIP","BR7 5AQ",24,14571,51.419678,0.066938
"G84011","EDEN PARK SURGERY","BR3 4DQ",11,8667,51.399335,-0.041426
"G84013","ST MARY CRAY PRACTICE","BR5 4AR",7,3778,51.387048,0.113487
"G84015","STATION ROAD SURGERY","BR4 0PU",15,11227,51.377081,-0.014887
"G84016","LONDON LANE CLINIC","BR1 4HB",25,14273,51.415223,0.008653
"G84017","ADDINGTON ROAD SURGERY","BR4 9BG",9,9175,51.369081,-0.00397
"G84018","CORNERWAYS SURGERY","BR3 5LG",10,8284,51.407046,-0.020262
"G84019","BROOMWOOD HEALTH CENTRE","BR5 2JP",26,10902,51.402718,0.10872
"G84020","CHELSFIELD SURGERY","BR6 6HD",9,9563,51.355726,0.104017
"G84023","SOUTHBOROUGH LANE SURGERY","BR2 9GT",16,11071,51.387262,0.037942
"G84024","BROMLEY COMMON PRACTICE","BR2 9GT",14,10615,51.387262,0.037942
"G84025","THE PARK PRACTICE","SE20 8QA",11,8441,51.41277,-0.06418
"G84027","ELM HOUSE SURGERY","BR3 3FD",31,18842,51.404873,-0.032721
"G84028","ST JAMES' PRACTICE","BR3 4DG",13,6796,51.399238,-0.043673
"G84029","ROBIN HOOD SURGERY","SE20 7AB",4,4490,51.409831,-0.057716
"G84030","FORGE CLOSE SURGERY","BR2 7LL",9,6453,51.377137,0.016555
"G84032","KNOLL MEDICAL PRACTICE","BR6 0FE",19,12907,51.375411,0.101068
"G84033","PICKHURST SURGERY","BR2 7JF",9,8074,51.378032,0.010516
"G84035","TUDOR WAY SURGERY","BR5 1LH",8,7834,51.388791,0.078424
"G84039","NORHEADS LANE SURGERY","TN16 3XS",5,3401,51.314542,0.026739
"G84040","BALLATER SURGERY","BR6 0DP",10,10741,51.3822,0.095
"G84041","GILLMANS ROAD SURGERY","BR5 4LA",5,3971,51.377152,0.110203
"G84604","HIGHLAND ROAD SURGERY","BR1 4AD",4,7137,51.410167,0.006131
"G84607","WICKHAM PARK SURGERY","BR4 9PS",10,5549,51.376153,-0.023319
"G84609","BANK HOUSE SURGERY","BR6 7BA",5,3810,51.359059,0.069869
"G84621","WHITEHOUSE SURGERY","BR5 1EL",5,3946,51.384131,0.077425
"G84624","ANERLEY SURGERY","SE20 8TJ",3,2729,51.409203,-0.062142
"G84625","OAKFIELD SURGERY","SE20 8QA",5,6486,51.41277,-0.06418
"G84627","GREEN STREET GREEN MED CT","BR6 6BG",13,7201,51.354366,0.089996
"G84629","SUNDRIDGE MEDICAL CENTRE","BR1 4HE",10,5888,51.414678,0.014741
"G84630","CRESCENT SURGERY","BR5 2DD",4,3191,51.389854,0.106446
"G85001","FOREST HILL GROUP PRACTICE","SE22 0SQ",28,11125,51.453617,-0.061543
"G85002","STREATHAM HIGH PRACTICE","SW16 2ST",27,22359,51.432463,-0.126603
"G85003","BELMONT HILL SURGERY","SE13 5AY",4,6766,51.462653,-0.004615
"G85004","MODALITY LEWISHAM (ML)","SE23 1HU",49,14850,51.442383,-0.040854
"G85005","SOUTH LEWISHAM GROUP PRACTICE","SE6 2SP",13,16018,51.430249,-0.012946
"G85006","THE ACORN & GAUMONT HOUSE SURGERY","SE15 5SL",10,8890,51.474157,-0.06645
"G85011","CLAPHAM FAMILY PRACTICE","SW4 7DB",27,20664,51.463106,-0.133644
"G85013","CAMBERWELL GREEN SURGERY","SE5 7AF",11,9334,51.474618,-0.093445
"G85014","STREATHAM COMMON GROUP PRACTICE","SW16 5LS",23,11141,51.416404,-0.12837
"G85015","THE QRP SURGERY","SE14 5HD",14,9086,51.474264,-0.047408
"G85016","HERNE HILL GROUP PRACTICE","SE24 9QP",28,15128,51.45582,-0.09882
"G85019","TRAFALGAR SURGERY","SE15 6NR",4,3987,51.485672,-0.074414
"G85020","KINGFISHER MEDICAL CENTRE","SE8 5DA",21,13918,51.481876,-0.030503
"G85021","PRENTIS MEDICAL CENTRE","SW16 1XU",6,4522,51.430487,-0.130137
"G85022","NORTH WOOD GROUP PRACTICE","SE19 3NY",31,16028,51.422729,-0.098467
"G85023","LEWISHAM MEDICAL CENTRE","SE13 5PJ",19,13201,51.458513,0.004522
"G85024","SYDENHAM GREEN GROUP PRACTICE","SE26 4TH",24,16114,51.429181,-0.039215
"G85025","BRIXTON HILL GROUP PRACTICE","SW2 1AE",19,11683,51.452315,-0.12022
"G85026","CLIFTON RISE FAMILY PRACTICE","SE8 4BG",11,4523,51.476334,-0.031433
"G85027","BURNT ASH SURGERY","SE12 8NP",9,6069,51.452782,0.009913
"G85028","STOCKWELL GROUP PRACTICE","SW9 9TJ",20,11930,51.468037,-0.117559
"G85029","FALMOUTH ROAD GROUP PRACTICE","SE1 4JW",16,14751,51.496719,-0.093272
"G85030","PARKSIDE MEDICAL CENTRE","SE5 7AQ",12,6332,51.475826,-0.092642
"G85031","DMC CHADWICK ROAD","SE15 4PU",16,6850,51.467864,-0.074257
"G85032","TORRIDON ROAD MEDICAL PRACTICE","SE6 1RB",8,11873,51.44011,-0.002112
"G85034","NEXUS HEALTH GROUP","SE1 6JP",72,76926,51.495617,-0.101958
"G85035","MORDEN HILL SURGERY","SE13 7NN",7,9200,51.469123,-0.012291
"G85038","THE LEWISHAM CARE PARTNERSHIP","SE13 7SX",61,13936,51.467393,-0.0222
"G85039","PAXTON GREEN GROUP PRACTICE","SE21 8AU",24,19455,51.430298,-0.086094
"G85040","QUEENS ROAD SURGERY","SE15 2UA",14,12718,51.475096,-0.064017
"G85041","PALACE ROAD SURGERY","SW2 3DY",6,7631,51.443797,-0.120602
"G85042","ST GILES SURGERY","SE5 7RF",9,5553,51.474546,-0.084171
"G85044","VALLEY ROAD SURGERY","SW16 2XT",11,5179,51.428616,-0.119424
"G85045","HETHERINGTON GROUP PRACTICE","SW4 7NU",26,8732,51.461034,-0.128301
"G85046","LEE ROAD SURGERY","SE3 9RT",22,12063,51.462503,0.009418
"G85047","KNIGHTS HILL SURGERY SUITE 1","SE27 0DF",13,10582,51.432761,-0.105949
"G85051","ELM LODGE SURGERY","SE24 9HJ",12,8330,51.451506,-0.096232
"G85052","OLD KENT ROAD SURGERY","SE1 5TY",9,10483,51.490453,-0.081246
"G85053","HURLEY AND RIVERSIDE PRACTICES","SE11 4HJ",86,24380,51.490669,-0.106719
"G85054","LAMBETH WALK GROUP PRACTICE","SE11 6SP",15,8868,51.495609,-0.112591
"G85055","HILLY FIELDS MEDICAL CENTRE","SE4 1JN",11,16144,51.456803,-0.024011
"G85057","DOWNHAM FAMILY MEDICAL PRACTICE","BR1 5EP",6,6786,51.426849,0.009836
"G85061","WOOLSTONE MEDICAL CENTRE","SE23 2SG",11,7810,51.438421,-0.036776
"G85073","VASSALL MEDICAL CENTRE","SW9 6NA",11,7984,51.477558,-0.108512
"G85076","NEW CROSS CENTRE (HURLEY GROUP)","SE14 6LD",16,11049,51.476288,-0.03191
"G85083","SANDMERE PRACTICE","SW4 7QJ",14,12798,51.462594,-0.127558
"G85084","PENROSE SURGERY","SE17 3DW",18,13806,51.487447,-0.097789
"G85085","GROVE MEDICAL CENTRE","SE8 3QH",14,12261,51.490256,-0.035227
"G85086","THE SOUTH LAMBETH RD PRACTICE","SW8 1UL",17,9148,51.47657,-0.123673
"G85087","SILVERLOCK MEDICAL CENTRE","SE16 3HA",19,14740,51.485967,-0.063369
"G85089","HONOR OAK GROUP PRACTICE","SE4 2LA",6,10380,51.458097,-0.041114
"G85091","THE THREE ZERO SIX MEDICAL CENTRE","SE22 8LY",3,6137,51.450741,-0.076403
"G85096","THE VALE SURGERY","SW16 5SE",7,9841,51.417246,-0.13666
"G85100","BECKETT HOUSE PRACTICE","SW9 9DL",21,7905,51.469491,-0.123521
"G85102","THE VAUXHALL SURGERY","SE11 5NH",5,7461,51.489884,-0.118949
"G85104","ICO HEALTH GROUP","BR1 5EP",9,10326,51.426849,0.009836
"G85105","VESTA ROAD SURGERY","SE4 2NH",4,7359,51.468737,-0.040618
"G85109","CLAPHAM PARK GROUP PRACTICE","SW4 8JP",31,19257,51.451908,-0.135234
"G85114","WELLS PARK PRACTICE","SE26 6JQ",22,12319,51.430522,-0.063099
"G85119","STERNHALL LANE SURGERY","SE15 4NT",27,5761,51.466771,-0.067436
"G85120","TRIANGLE GROUP PRACTICE","SE13 6DQ",9,6984,51.457798,-0.011071
"G85121","PARKVIEW SURGERY","SE6 1AT",10,6677,51.444864,-0.007733
"G85123","BINFIELD ROAD SURGERY","SW4 6TB",18,8428,51.472622,-0.123623
"G85124","BELLINGHAM GREEN SURGERY","SE6 3JB",6,7565,51.430378,-0.02426
"G85125","PARK MEDICAL CENTRE","SE16 2PE",17,5944,51.492146,-0.049813
"G85127","THE CORNER SURGERY","SE5 9NS",12,6599,51.469672,-0.09575
"G85129","THE DEERBROOK SURGERY","SE27 9AW",10,5261,51.437861,-0.106026
"G85130","MAWBEY GROUP PRACTICE","SW8 2UD",17,11038,51.479283,-0.125232
"G85132","TESSA JOWELL GP SURGERY","SE22 8EY",22,13634,51.459235,-0.080511
"G85134","THE LISTER PRIMARY CARE CENTRE","SE15 5LJ",6,6251,51.47455,-0.075548
"G85135","MINET GREEN HEALTH PRACTICE","SW9 6AF",17,11469,51.475715,-0.105204
"G85136","WATERLOO HEALTH CENTRE","SE1 7RJ",16,12180,51.500468,-0.113215
"G85137","BROCKWELL PARK SURGERY","SE24 9AE",24,9657,51.448786,-0.101541
"G85138","ALBION STREET GROUP PRACTICE","SE16 7JX",27,15149,51.501007,-0.050643
"G85623","BERMONDSEY SPA MEDICAL CENTRE","SE16 4BL",12,11761,51.497007,-0.069128
"G85632","THE VILLA STREET MEDICAL CENTRE","SE17 2EL",14,8160,51.486565,-0.088305
"G85633","NOVUM HEALTH PARTNERSHIP","SE6 4JH",24,21006,51.449319,-0.018045
"G85642","BLACKFRIARS MEDICAL PRACTICE","SE1 8EE",24,8962,51.505364,-0.105775
"G85644","THE GARDENS SURGERY","SE22 9QU",13,6505,51.46061,-0.066803
"G85647","THE EXCHANGE SURGERY","SW16 2ST",10,6742,51.432463,-0.126603
"G85651","THE DULWICH MEDICAL CENTRE","SE22 9EP",16,8340,51.455454,-0.072088
"G85662","THE STREATHAM HILL GROUP PRACTICE","SW16 2PG",9,7020,51.437316,-0.126405
"G85673","SPRINGFIELD MEDICAL CENTRE","SW8 2SH",9,6760,51.470825,-0.133354
"G85674","GRAFTON SQUARE SURGERY","SW4 0DE",6,6193,51.464314,-0.139552
"G85681","THE LORDSHIP LANE SURGERY","SE22 8JN",6,5308,51.448369,-0.073221
"G85685","THE NUNHEAD SURGERY","SE15 3LY",15,8780,51.464088,-0.057921
"G85690","HERNE HILL ROAD MEDICAL PRACTICE","SE24 0AU",16,7057,51.465175,-0.100058
"G85695","AKERMAN MEDICAL PRACTICE","SW9 6AF",8,6675,51.475715,-0.105204
"G85696","VALE MEDICAL CENTRE","SE23 2JF",17,14630,51.435469,-0.043625
"G85698","AMERSHAM VALE TRAINING PRACTICE","SE14 6LD",21,14794,51.476288,-0.03191
"G85705","THE NEW MILL STREET SURGERY","SE1 2BP",12,6336,51.500708,-0.071144
"G85706","THE OLD DAIRY HEALTH CENTRE","SE21 8SZ",12,5972,51.436586,-0.091201
"G85708","DR CURRAN & PARTNERS","SW4 6EB",22,11249,51.465148,-0.136034
"G85711","DEPTFORD SURGERY","SE14 6TJ",13,9484,51.474602,-0.027839
"G85715","THE LISTER PRACTICE","SE15 5LJ",26,12061,51.47455,-0.075548
"G85716","OAKVIEW FAMILY PRACTICE","BR1 5NJ",10,5636,51.429828,0.007021
"G85721","EAST STREET SURGERY","SE17 2SX",18,7495,51.490147,-0.082353
"G85722","WOODLANDS HEALTH CENTRE","SE13 6RN",7,9049,51.449858,-0.005817
"G85724","EDITH CAVELL PRACTICE","SW2 4TP",20,22506,51.441262,-0.124617
"G85726","BRUNSWICK PARK FAMILY PRACTICE","SE5 7RF",8,7161,51.474546,-0.084171
"G85727","NIGHTINGALE SURGERY","SE12 8NP",13,6278,51.452782,0.009913
"G85736","DEPTFORD MEDICAL CENTRE","SE14 6TG",4,3706,51.474535,-0.02709
"Y00020","THE GRANTHAM CENTRE PRACTICE","SW9 9DL",16,9565,51.469491,-0.123521
"Y00542","WOODLANDS PRACTICE","BR7 6DB",3,9745,51.421074,0.064213
"Y02222","THE TRINITY MEDICAL CENTRE","SE18 2AE",5,3773,51.478803,0.085815
"Y02811","CATOR MEDICAL CENTRE","BR3 3FD",17,12675,51.404873,-0.032721
"Y02974","AT MEDICS","SE28 0NY",11,11223,51.498473,0.090299
"Y03063","HETHERINGTON AT THE PAVILION","SW9 8DJ",10,8204,51.461633,-0.116397
"Y03296","CLOVER HEALTH CENTRE","SE18 6AB",6,6201,51.490359,0.068593
"Y03755","GREENWICH PENINSULA","SE10 0QN",8,10397,51.493258,0.012038
"Y06113","QHS GP CARE HOME SERVICE","SE16 4BL",4,361,51.497007,-0.069128
"Y06345","BROMLEAG CARE PRACTICE","BR3 3QL",20,1230,51.405232,-0.033209
"Y06545","SEL SPECIAL ALLOCATION PRACTICE","BR1 5EP",6,172,51.426849,0.009836
"Y07020","LAMBETH HEALTHCARE PRACTICE","SE21 8AU",8,391,51.430298,-0.086094
"K83002","LAKESIDE HEALTHCARE","NN17 2UR",60,48416,52.490495,-0.713076
"K83003","QUEENSVIEW MEDICAL CENTRE","NN2 6LS",14,9119,52.253351,-0.903188
"K83005","QUEENSWAY MEDICAL CENTRE","NN8 3QE",26,13953,52.304899,-0.718506
"K83006","HEADLANDS SURGERY","NN15 7HP",17,10371,52.394007,-0.728022
"K83007","HARBOROUGH FIELD SURGERY","NN10 0GP",18,12734,52.286302,-0.582081
"K83008","THE PINES SURGERY","NN2 8LL",11,9156,52.272686,-0.90249
"K83009","MOULTON SURGERY","NN3 7QP",12,12074,52.285969,-0.852786
"K83010","ELEANOR CROSS HEALTHCARE","NN4 8QF",28,18704,52.219563,-0.902848
"K83011","THE REDWELL MEDICAL CENTRE","NN8 4UT",21,11964,52.314792,-0.701555
"K83012","KING EDWARD ROAD SURGERY","NN1 5LY",18,12054,52.242766,-0.866422
"K83013","ESKDAILL MEDICAL","NN16 8DN",17,14005,52.401531,-0.733538
"K83014","LEICESTER TCE HEALTHCARE CTR","NN2 6AL",22,17939,52.246093,-0.897844
"K83015","DANETRE MEDICAL PRACTICE","NN11 4DY",21,12281,52.25204,-1.160866
"K83018","SPRINGFIELD SURGERY","NN13 6JJ",10,11944,52.037914,-1.154121
"K83019","THE LONG BUCKBY PRACTICE","NN6 7QB",11,6330,52.30049,-1.08255
"K83020","RILLWOOD MEDICAL CENTRE","NN3 8HZ",8,3687,52.263844,-0.836681
"K83021","ROTHWELL MEDICAL CENTRE","NN14 6JQ",26,20627,52.425797,-0.807981
"K83022","TOWCESTER MEDICAL CENTRE","NN12 6HH",13,10143,52.127159,-0.991993
"K83024","RUSHDEN MEDICAL CENTRE","NN10 9TR",13,10763,52.290335,-0.605178
"K83025","THE MOUNTS MEDICAL CENTRE","NN1 3DS",16,15965,52.242231,-0.897266
"K83026","ALBANY HOUSE MEDICAL CENTRE","NN8 4RW",20,19226,52.303509,-0.695386
"K83027","LANGHAM PLACE SURGERY","NN2 6AA",14,9986,52.24742,-0.897416
"K83028","SPINNEY BROOK MEDICAL CENTRE","NN9 5GA",17,11485,52.32438,-0.614041
"K83029","ABINGTON PARK SURGERY","NN1 5LT",16,12834,52.241216,-0.867941
"K83030","THE COTTONS MEDICAL CENTRE","NN9 6UA",17,10157,52.345648,-0.547783
"K83031","BYFIELD MEDICAL CENTRE","NN11 6XN",12,8406,52.174071,-1.242893
"K83032","ABBEY HOUSE MEDICAL PRACTICE","NN11 4FE",32,21632,52.260319,-1.160725
"K83035","KINGSTHORPE MEDICAL CTR.","NN2 7JN",5,6283,52.258155,-0.891963
"K83036","LINDEN MEDICAL GROUP","NN15 7NX",19,15732,52.397046,-0.716133
"K83037","DR SPENCER & PARTNERS","NN15 5PU",15,14268,52.359891,-0.677325
"K83039","DRYLAND MEDICAL CENTRE","NN16 8JZ",11,10910,52.402535,-0.729365
"K83040","WOODVIEW MEDICAL CENTRE","NN3 8AW",19,10311,52.268682,-0.841889
"K83041","ST LUKES PRIMARY CARE CENTRE","NN5 6FR",27,21839,52.245202,-0.940211
"K83042","PARK AVE MED CNT & KINGS HEATH PRACTICE","NN3 2HZ",14,14234,52.257913,-0.870915
"K83043","ABINGTON MEDICAL CENTRE","NN3 2JG",18,14171,52.253262,-0.865891
"K83044","PARKLANDS MEDICAL CENTRE","NN10 9EB",17,13196,52.283484,-0.596054
"K83047","ABBEY MEDICAL PRACTICE","NN8 1LT",25,22452,52.298056,-0.677687
"K83048","BROOK MEDICAL CENTRE","NN3 5EN",7,6597,52.255823,-0.803796
"K83049","BRACKLEY MEDICAL CENTRE","NN13 6QZ",18,15518,52.038067,-1.137701
"K83050","THE CRESCENT MEDICAL CTR.","NN1 4SB",6,5514,52.250464,-0.876378
"K83051","WEAVERS MEDICAL","NN16 8DN",45,20461,52.401531,-0.733538
"K83052","THE PARKS MEDICAL PRACTICE","NN7 3BT",30,22032,52.172058,-0.938469
"K83053","CRICK MEDICAL PRACTICE","NN6 7TT",8,5880,52.343212,-1.135861
"K83055","WOOTTON MEDICAL CENTRE","NN4 6LW",13,7276,52.202287,-0.886417
"K83056","COUNTY SURGERY","NN1 4QA",5,4222,52.248787,-0.87374
"K83059","WOODSEND MEDICAL CENTRE","NN18 0QP",23,14542,52.48386,-0.711414
"K83064","THE SAXON SPIRES PRACTICE","NN6 8QE",23,16356,52.356797,-1.031519
"K83065","NENE VALLEY SURGERY","NN14 4QL",6,6855,52.399796,-0.537451
"K83066","GREENS NORTON & WEEDON MEDICAL PRACTICE","NN7 4RX",20,14099,52.225826,-1.081498
"K83068","DENTON VILLAGE SURGERY","NN7 1HT",12,6019,52.213968,-0.773729
"K83069","MARSHALLS ROAD SURGERY","NN9 6ET",3,2536,52.344743,-0.539225
"K83070","BUGBROOKE MEDICAL PRACTICE","NN7 3QN",16,10906,52.211409,-1.005426
"K83076","MAYFIELD SURGERY","NN3 8DW",8,8160,52.26834,-0.841253
"K83077","GREENVIEW SURGERY","NN2 7PB",16,9944,52.258245,-0.882144
"K83079","WOLLASTON AND BOZEAT SURGERIES","NN29 7QS",10,5360,52.252485,-0.674295
"K83080","HIGHAM FERRERS SURGERY","NN10 8ED",6,5833,52.308107,-0.593822
"K83081","SUMMERLEE MEDICAL CENTRE","NN9 5LJ",2,1430,52.337022,-0.652145
"K83601","EARLS BARTON MEDICAL CENTRE","NN6 0EU",9,9171,52.264648,-0.758162
"K83607","DR SUMIRA","NN17 1LG",1,2144,52.496929,-0.704402
"K83610","DANES CAMP MEDICAL CENTRE","NN4 0NY",7,9630,52.205152,-0.904374
"K83614","ASPIRO HEALTHCARE STUDFALL MED CENTRE","NN17 1QP",16,5310,52.495882,-0.704816
"K83616","THE MEADOWS SURGERY","NN14 4GD",7,5307,52.399512,-0.53774
