"","CODE","NAME","POSTCODE","Number_of_Practitioners","NUMBER_OF_PATIENTS"
"3674","Y05317","COUNTRY PARK PRACTICE","SE25 5NT",8,7149
"3675","Y05318","DENMARK ROAD SURGERY","SE25 5NT",4,6084
"3676","Y05857","RHND","SW15 3SW",5,133
"3677","B82004","NIDDERDALE GROUP PRACTICE","HG3 5AT",24,10624
"3678","B82008","NORTH HOUSE SURGERY","HG4 1HL",19,8436
"3679","B82010","RIPON SPA SURGERY","HG4 2BE",14,7857
"3680","B82011","SHERBURN SURGERY","YO17 8PH",14,5569
"3681","B82012","THE LEEDS ROAD PRACTICE","HG2 8AY",21,14653
"3682","B82013","MOSS HEALTHCARE HARROGATE","HG1 5JP",28,19485
"3683","B82014","KINGSWOOD SURGERY","HG2 7SA",10,6725
"3684","B82016","EAST PARADE SURGERY","HG1 5AR",17,7758
"3685","B82017","WHITBY GROUP PRACTICE","YO21 1SD",33,13765
"3686","B82019","TOPCLIFFE SURGERY","YO7 3RP",8,3543
"3687","B82022","GREAT AYTON SURGERY","TS9 6BL",9,5595
"3688","B82023","CATTERICK VILLAGE SURGERY","DL10 7LD",10,6447
"3689","B82024","EASTFIELD MEDICAL CENTRE","YO11 3LJ",12,8593
"3690","B82025","DERWENT PRACTICE","YO17 9RF",27,20906
"3691","B82027","THE SPA SURGERY","HG1 5AR",28,14786
"3692","B82029","DOCTORS LANE SURGERY","DL11 7TH",8,3263
"3693","B82030","DR AKESTER & PARTNERS","HG4 3SE",12,5856
"3694","B82032","CHURCH LANE SURGERY","YO51 9BD",23,11163
"3695","B82034","QUAKERS LANE SURGERY","DL10 4BB",12,6230
"3696","B82035","SCORTON MEDICAL CENTRE","DL10 6HB",7,3577
"3697","B82036","PARK STREET","HG4 2AX",13,7497
"3698","B82037","FILEY SURGERY","YO14 9AE",15,8943
"3699","B82038","HAXBY GROUP SCARBOROUGH","YO11 1UB",36,27264
"3700","B82042","LAMBERT MEDICAL CENTRE","YO7 1LU",16,8432
"3701","B82044","STOKESLEY SURGERY","TS9 5DY",11,9173
"3702","B82045","CENTRAL DALES PRACTICE","DL8 3QR",12,4319
"3703","B82046","STAITHES SURGERY","TS13 5AY",9,3066
"3704","B82049","THIRSK DOCTORS SURGERY","YO7 1LG",13,7582
"3705","B82050","MOWBRAY HOUSE SURGERY","DL7 8FW",31,20625
"3706","B82054","SCARBOROUGH MEDICAL GROUP","YO12 6UB",23,14777
"3707","B82057","SPRINGBANK SURGERY","YO26 8BN",14,6733
"3708","B82059","CHURCH AVENUE MEDICAL GROUP","HG1 4HG",21,10920
"3709","B82060","EASTGATE MEDICAL GROUP","HG5 0AD",24,12548
"3710","B82062","EGTON SURGERY","YO21 1TX",5,2577
"3711","B82063","AYTON AND SNAINTON MEDICAL PRACTICE","YO13 9JF",17,9082
"3712","B82066","GLEBE HOUSE SURGERY","DL8 2AT",19,9613
"3713","B82067","STOCKWELL ROAD SURGERY","HG5 0JY",11,7604
"3714","B82069","BEECH HOUSE SURGERY","HG5 0UB",9,7302
"3715","B82072","THE FRIARY SURGERY","DL10 4UJ",12,5459
"3716","B82075","MAYFORD HOUSE SURGERY","DL7 8AW",18,9636
"3717","B82078","LEYBURN MEDICAL PRACTICE","DL8 5EP",20,6078
"3718","B82086","ESK VALLEY MEDICAL PRACTICE","YO21 2PA",7,2425
"3719","B82088","BROOK SQUARE SURGERY","YO12 7AS",16,10479
"3720","B82091","PARK PARADE SURGERY","HG1 5AR",13,8037
"3721","B82101","SLEIGHTS AND SANDSEND MEDICAL PRACTICE","YO22 5DP",16,5214
"3722","B82104","HAREWOOD MEDICAL PRACTICE","DL9 3JD",22,7787
"3723","B82106","HACKNESS ROAD SURGERY","YO12 5SD",8,4007
"3724","B82609","AMPLEFORTH SURGERY","YO62 4EF",12,3935
"3725","B82622","REETH MEDICAL CENTRE","DL11 6SU",2,1595
"3726","B82628","HUNMANBY SURGERY","YO14 0NN",7,4043
"3727","Y02669","CASTLE HEALTH CENTRE","YO11 2NP",12,4393
"3728","C82040","ORCHARD SURGERY","DE74 2EL",13,8743
"3729","C84004","ST ALBANS MEDICAL CENTRE","NG6 8AQ",11,7392
"3730","C84005","VILLAGE HEALTH GROUP","LE12 6JG",34,25804
"3731","C84009","BARNBY GATE SURGERY","NG24 1QD",15,13917
"3732","C84010","TRENTSIDE MEDICAL GROUP","NG4 2FN",21,12061
"3733","C84011","ELMSWOOD SURGERY","NG5 4AD",15,8939
"3734","C84012","WILLOWBROOK MEDICAL PRACTICE","NG17 1ES",9,13609
"3735","C84014","WOODLANDS MEDICAL PRACTICE","NG17 1JW",11,10345
"3736","C84016","OAKWOOD SURGERY","NG19 8BL",23,15660
"3737","C84017","BELVOIR HEALTH GROUP","NG13 8FD",36,25239
"3738","C84018","FAMILY MEDICAL CENTRE (SOOD)","NG3 2FW",18,11720
"3739","C84019","FOUNTAIN MEDICAL CENTRE","NG24 1QH",15,13259
"3740","C84020","CHURCHSIDE MEDICAL PRACTICE","NG18 1QB",9,6955
"3741","C84021","MIDDLETON LODGE PRACTICE","NG22 9SZ",18,13050
"3742","C84023","THE UNIV OF NOTTINGHAM HEALTH SERV","NG7 2QW",35,43399
"3743","C84025","EAST BRIDGFORD MED CENTRE","NG13 8NY",8,7351
"3744","C84026","STENHOUSE MEDICAL CENTRE","NG5 7BP",23,12366
"3745","C84028","THE RUDDINGTON MED CENTRE","NG11 6HD",12,6934
"3746","C84029","LOMBARD MEDICAL CENTRE","NG24 4XG",24,20041
"3747","C84030","THE OAKS MEDICAL CENTRE","NG9 2NY",14,10674
"3748","C84031","ST PETERS MEDICAL PRACTICE","NG18 1EE",5,2796
"3749","C84032","EASTWOOD PRIMARY CARE CENTRE","NG16 3BS",21,19097
"3750","C84033","WESTDALE LANE SURGERY","NG4 3JA",13,8459
"3751","C84034","CHURCHFIELDS MEDICAL PRACTICE","NG6 0HD",18,9062
"3752","C84036","FOREST MEDICAL","NG19 6AB",23,16616
"3753","C84037","ABBEY MEDICAL GROUP","NG21 0RB",17,12348
"3754","C84039","DERBY ROAD HEALTH CENTRE","NG7 2DW",21,12002
"3755","C84042","SAXON CROSS SURGERY","NG9 8DA",18,7436
"3756","C84043","LEEN VIEW SURGERY","NG6 8QJ",15,9585
"3757","C84044","DEER PARK FAMILY MEDICAL PRACTICE","NG8 2GR",11,10521
"3758","C84045","COLLINGHAM MEDICAL CENTRE","NG23 7LB",13,7568
"3759","C84046","CLIFTON MEDICAL PRACTICE","NG11 8EW",19,8429
"3760","C84047","THE CALVERTON PRACTICE","NG14 6FP",21,9675
"3761","C84049","SOUTHWELL MEDICAL CENTRE","NG25 0AL",15,12451
"3762","C84051","ORCHARD MEDICAL PRACTICE","NG18 5GG",24,19599
"3763","C84053","TORKARD HILL MEDICAL CTRE","NG15 6DY",16,15885
"3764","C84055","HIGHCROFT SURGERY","NG5 7BQ",18,11494
"3765","C84057","PLEASLEY SURGERY","NG19 7PE",7,3852
"3766","C84059","SHERWOOD MEDICAL PARTNERSHIP","NG19 0FW",19,11860
"3767","C84060","RIVERGREEN MEDICAL CENTRE","NG11 8AD",15,9014
"3768","C84061","KING'S MEDICAL CENTRE","NG17 1AT",6,8873
"3769","C84063","GREENDALE PRIMARY CARE CENTRE","NG3 7DQ",13,8714
"3770","C84064","PARKSIDE MEDICAL CENTRE","NG6 8QJ",8,8403
"3771","C84065","ABBEY MEDICAL CENTRE","NG9 2QP",13,5380
"3772","C84066","DAYBROOK MEDICAL PRACTICE","NG5 6HP",11,10899
"3773","C84067","ASHFIELD HOUSE (ANNESLEY)","NG17 9JB",7,6056
"3774","C84069","ROUNDWOOD SURGERY","NG18 1QQ",14,13634
"3775","C84072","THE WELLSPRING SURGERY","NG3 3GG",18,10248
"3776","C84074","FAMILY MEDICAL CENTRE (KIRKBY)","NG17 7DG",7,4406
"3777","C84076","KIRKBY HEALTH CENTRE","NG17 7LG",13,4034
"3778","C84077","BRIERLEY PARK MEDICAL GROUP","NG17 2NF",21,9321
"3779","C84078","HUCKNALL ROAD MEDICAL CENTRE","NG5 1NA",27,13336
"3780","C84080","THE MANOR SURGERY","NG9 1GA",18,13123
"3781","C84081","JOHN RYLE MEDICAL PRACTICE","NG11 8EW",7,6378
"3782","C84084","RADCLIFFE-ON-TRENT. HEALTH CENTRE","NG12 2GD",12,8191
"3783","C84085","VICTORIA AND MAPPERLEY PRACTICE","NG1 3LW",17,10305
"3784","C84086","ST GEORGES MED PRACTICE","NG2 7PG",14,13289
"3785","C84087","RAINWORTH HEALTH CENTRE","NG21 0AD",8,6081
"3786","C84090","MUSTERS MEDICAL PRACTICE","NG2 7SD",12,9806
"3787","C84091","ASPLEY MEDICAL CENTRE","NG8 5RU",15,8622
"3788","C84092","BRIDGEWAY PRACTICE","NG2 2JG",6,4880
"3789","C84095","OAKENHALL MEDICAL PRACT","NG15 7UA",11,7135
"3790","C84103","THE FOREST PRACTICE","NG7 5HY",10,4265
"3791","C84105","FAIRFIELDS PRACTICE","NG7 5HY",18,6986
"3792","C84106","MILLVIEW SURGERY","NG18 5PF",12,8458
"3793","C84107","THE LINDEN MEDICAL GROUP","NG9 8DA",18,7621
"3794","C84112","BRAMCOTE SURGERY","NG9 3HF",9,3674
"3795","C84113","MAJOR OAK MEDICAL PRACTICE","NG21 9QS",5,6985
"3796","C84114","SKEGBY FAMILY MEDICAL CENTRE","NG17 3EE",8,9097
"3797","C84115","PLAINS VIEW SURGERY","NG3 5LB",11,7786
"3798","C84116","MELBOURNE PARK MEDICAL CENTRE","NG8 5HL",11,8695
"3799","C84117","RADFORD MEDICAL PRACTICE (KAUR)","NG7 3GW",12,23036
"3800","C84120","CHILWELL VALLEY AND MEADOWS PRACTICE","NG9 6DX",30,15486
"3801","C84122","WOLLATON PARK MEDICAL CENTRE","NG8 1FG",17,9485
"3802","C84123","BILSTHORPE SURGERY","NG22 8QB",10,3656
"3803","C84127","RIVERBANK MEDICAL SERVICES","NG20 0BP",4,4577
"3804","C84129","RISE PARK SURGERY","NG5 5EB",12,9155
"3805","C84131","NEWTHORPE MEDICAL PRACTICE","NG16 3HU",11,7698
"3806","C84135","QUEENS BOWER SURGERY","NG5 5RB",3,41
"3807","C84136","ST. LUKE'S SURGERY","NG7 3GW",4,5165
"3808","C84138","SPRINGFIELD MEDICAL CENTRE","NG6 8ED",3,2488
"3809","C84140","LOWMOOR ROAD SURGERY","NG17 7BG",3,5095
"3810","C84142","SELSTON SURGERY","NG16 6BT",4,5090
"3811","C84144","MEADOWS HEALTH CENTRE (LARNER)","NG2 2JG",6,4402
"3812","C84150","UNITY SURGERY","NG3 6EU",4,4143
"3813","C84151","THE MEDICAL CENTRE (IRFAN)","NG7 7DS",4,2939
"3814","C84605","CASTLE HEALTHCARE PRACTICE","NG2 7SD",24,16984
"3815","C84613","JUBILEE PARK MEDICAL PARTNERSHIP","NG4 3DQ",16,12590
"3816","C84619","TUDOR HOUSE MEDICAL PRACTICE","NG5 3HU",6,6798
"3817","C84621","WEST BRIDGFORD MEDICAL CENTRE","NG2 7PX",10,4539
"3818","C84624","HAMA MEDICAL CENTRE","NG16 2NB",8,5257
"3819","C84628","SHERWOOD RISE MEDICAL CENTRE","NG7 7AD",9,7191
"3820","C84629","HEALTH CARE COMPLEX, KIRKBY","NG17 7BG",4,4330
"3821","C84637","SANDY LANE SURGERY","NG18 2LT",6,6264
"3822","C84646","THE IVY MEDICAL GROUP","NG14 5BG",12,7126
"3823","C84647","BILBOROUGH SURGERY","NG8 4FD",4,6
"3824","C84654","JACKSDALE MEDICAL CENTRE","NG16 5JW",6,4197
"3825","C84656","HILL VIEW SURGERY","NG21 0JP",7,7814
"3826","C84658","MEDEN MEDICAL SERVICES","NG20 0BP",10,6071
"3827","C84660","HOUNSFIELD SURGERY","NG23 6PX",6,4400
"3828","C84664","WELBECK SURGERY","NG5 2JJ",9,4927
"3829","C84667","GILTBROOK SURGERY","NG16 2GE",7,5014
"3830","C84676","GREENFIELDS MEDICAL CENTRE (YVS RAO)","NG7 6ER",5,7289
"3831","C84679","ACORN MEDICAL PRACTICE","NG18 1QA",5,3663
"3832","C84682","SHERRINGTON PARK MEDICAL PRACTICE","NG5 2EJ",3,4788
"3833","C84683","THE WINDMILL PRACTICE","NG2 4PJ",18,10405
"3834","C84691","HIGHGREEN PRACTICE (KHAN)","NG7 5HY",4,8563
"3835","C84693","BAKERSFIELD MEDICAL CENTRE","NG3 7EJ",3,5373
"3836","C84694","LIME TREE SURGERY","NG8 6AB",6,3940
"3837","C84695","THE ALICE MEDICAL CENTRE","NG5 5HW",4,3763
"3838","C84696","WEST OAK SURGERY","NG3 6EW",6,5468
"3839","C84703","THE GAMSTON MEDICAL CTR.","NG2 6PS",15,6295
"3840","C84704","JRB HEALTHCARE BEECHDALE SURGERY","NG8 3LF",4,6203
"3841","C84705","HICKINGS LANE MEDICAL CTR","NG9 8PN",8,6535
"3842","C84714","SUNRISE MEDICAL PRACTICE","NG11 8NS",4,6904
"3843","C84717","RIVERLYN MEDICAL CENTRE","NG6 9AA",5,2985
"3844","C84720","NOTSPAR","NG7 2GW",4,41
"3845","Y00026","THE OM SURGERY","NG15 7JP",2,2175
"3846","Y02847","PARLIAMENT STREET MEDICAL CENTRE","NG1 6LD",24,7719
"3847","Y03124","GRANGE FARM MEDICAL CENTRE","NG8 4HQ",22,6157
"3848","Y05369","BALDERTON SURGERY","NG24 3HJ",4,6250
"3849","Y05622","SOUTHGLADE MEDICAL PRACTICE","NG5 5GU",5,4392
"3850","Y05690","KIRKBY COMMUNITY PRIMARY CARE CENTRE (3)","NG17 7AE",7,6910
"3851","Y06356","BILBOROUGH MEDICAL CENTRE","NG8 4PN",12,10784
"3852","Y06443","WHYBURN MEDICAL PRACTICE","NG15 7JE",10,12463
"3853","Y06507","PEACOCK HEALTHCARE","NG4 1JA",5,5599
"3854","Y06792","BROAD OAK MEDICAL PRACTICE","NG8 6LN",3,6002
"3855","H82003","MEADOWS SURGERY","RH15 9XN",17,9548
"3856","H82004","COWFOLD SURGERY","RH13 8DN",9,4811
"3857","H82005","CUCKFIELD MEDICAL CENTRE","RH17 5BQ",18,12357
"3858","H82006","THE PETWORTH SURGERY","GU28 0LP",11,6037
"3859","H82007","WESTCOURT MEDICAL CENTRE","BN16 3NX",18,13259
"3860","H82009","ST. LAWRENCE SURGERY","BN14 7JL",22,15828
"3861","H82011","STRAND MEDICAL GROUP","BN12 6FA",17,15441
"3862","H82012","LEACROFT MEDICAL PRACTICE","RH11 7TF",17,12374
"3863","H82013","LANGLEY HOUSE SURGERY","PO19 1RW",19,12811
"3864","H82014","COPPICE SURGERY","BN16 3BE",15,12893
"3865","H82016","BERSTED GREEN SURGERY","PO22 9TD",20,13598
"3866","H82017","PARK SURGERY","RH12 1BG",31,23558
"3867","H82020","BOGNOR MEDICAL CENTRE","PO21 1UT",19,9191
"3868","H82021","ARUNDEL SURGERY","BN18 9HG",12,6624
"3869","H82022","STEYNING HEALTH CENTRE","BN44 3RJ",20,12066
"3870","H82023","ADUR HEALTH PARTNERSHIP","BN43 5US",56,36432
"3871","H82025","WOODLANDS&CLERKLANDS PARTNERSHIP","RH10 5BW",19,16077
"3872","H82026","SAXONBROOK MEDICAL CENTRE","RH10 7QH",20,18467
"3873","H82027","RUDGWICK MEDICAL CENTRE","RH12 3HB",13,3985
"3874","H82028","THE COURTYARD SURGERY","RH12 1AT",19,13706
"3875","H82030","PULBOROUGH MEDICAL GROUP","RH20 1FG",23,13091
"3876","H82031","LOXWOOD SURGERY","RH14 0SU",15,6344
"3877","H82032","RIVERBANK MEDICAL CENTRE","GU29 9AW",20,12921
"3878","H82033","GOSSOPS GREEN MEDICAL CTR","RH11 8TY",10,7311
"3879","H82034","LIME TREE SURGERY","BN14 0DL",36,27586
"3880","H82035","LINDFIELD MEDICAL CENTRE","RH16 2HX",18,11488
"3881","H82036","ORCHARD SURGERY","RH12 1PJ",10,9083
"3882","H82037","SELSEY MEDICAL PRACTICE","PO20 0QG",25,12715
"3883","H82038","FLANSHAM PARK HEALTH CENTRE","PO22 6DH",21,13436
"3884","H82039","PARK SURGERY","BN17 6BF",20,11101
"3885","H82040","MODALITY MID SUSSEX","RH10 4HY",34,31882
"3886","H82041","VICTORIA ROAD SURGERY","BN11 1XE",15,13438
"3887","H82042","CATHEDRAL MEDICAL GROUP","PO19 1XT",22,13595
"3888","H82043","GROVE HOUSE SURGERY","PO21 4JB",15,11534
"3889","H82044","DOLPHINS PRACTICE","RH16 4BN",27,11049
"3890","H82045","WORTHING MEDICAL GROUP","BN11 4BS",34,20923
"3891","H82046","BROADWATER MEDICAL CENTRE","BN14 8JE",14,12311
"3892","H82047","BRIDGE MEDICAL CENTRE","RH10 1LL",12,11407
"3893","H82048","AVISFORD MEDICAL GROUP","BN18 0DU",20,11166
"3894","H82049","PARKLANDS SURGERY","PO19 3DT",18,10523
"3895","H82050","IFIELD MEDICAL PRACTICE","RH11 0BF",11,9904
"3896","H82051","LAVANT ROAD SURGERY","PO19 5RH",15,11952
"3897","H82052","POUND HILL MEDICAL GROUP","RH10 7DX",19,16549
"3898","H82053","FURNACE GREEN SURGERY","RH10 6JN",12,7150
"3899","H82055","BILLINGSHURST SURGERY","RH14 9QZ",18,13656
"3900","H82056","NEWTONS PRACTICE","RH16 3BB",23,13606
"3901","H82057","MID SUSSEX HEALTH CARE","BN6 9UQ",24,20562
"3902","H82058","MAYWOOD HEALTH CARE CENTRE","PO21 2UW",14,16149
"3903","H82059","WILLOW GREEN SURGERY","BN16 3AH",14,10896
"3904","H82060","HENFIELD MEDICAL CENTRE","BN5 9JQ",20,10215
"3905","H82061","SELDEN MEDICAL CENTRE","BN11 2LL",10,8701
"3906","H82063","MOATFIELD SURGERY","RH19 3GW",20,15224
"3907","H82064","SOUTHGATE MEDICAL GROUP","RH10 6TE",14,10087
"3908","H82065","BALL TREE SURGERY","BN15 9UX",29,14175
"3909","H82066","FITZALAN MEDICAL GROUP","BN17 5JR",20,15949
"3910","H82067","TANGMERE MEDICAL CENTRE","PO20 2HS",3,6568
"3911","H82070","GLEBE SURGERY","RH20 4FR",13,13261
"3912","H82072","SILVERDALE PRACTICE","RH15 0EF",22,13464
"3913","H82076","CORNERWAYS SURGERY","BN11 5RZ",4,3661
"3914","H82077","THE CROFT SURGERY","PO20 3RP",9,11592
"3915","H82078","SOUTHBOURNE SURGERY","PO10 8JH",17,10878
"3916","H82084","BROW MEDICAL CENTRE","RH15 9BS",13,6516
"3917","H82087","BARN SURGERY","BN12 5HJ",10,4132
"3918","H82088","BEWBUSH MEDICAL CENTRE","RH11 8XT",4,6932
"3919","H82089","RIVERSIDE MEDICAL PRACTICE","RH12 1UD",14,8188
"3920","H82091","NEW POND ROW SURGERY","BN15 8AN",14,8296
"3921","H82092","VILLAGE SURGERY","RH13 9HQ",17,9722
"3922","H82095","WITTERINGS MEDICAL CENTRE","PO20 8BH",17,10668
"3923","H82096","THE ORCHARD SURGERY","BN15 9AG",5,6297
"3924","H82098","COACHMANS MEDICAL PRACTICE","RH11 9JA",21,10819
"3925","H82099","WEST MEADS SURGERY","PO21 5SB",11,7712
"3926","H82100","NORTHLANDS WOOD SURGERY","RH16 3TG",10,8005
"3927","H82615","OUSE VALLEY PRACTICE","RH17 6HB",17,8269
"3928","H82640","HOLBROOK SURGERY","RH12 5JL",13,16413
"3929","Y00351","LANGLEY CORNER SURGERY","RH11 0NF",19,11684
"3930","C82076","THE WELBY PRACTICE","NG13 0AN",22,7312
"3931","C83001","HEART OF LINCOLN HEALTH GROUP","LN5 7LB",21,11684
"3932","C83002","NAVENBY CLIFF VILLAGES SURGERY","LN5 0JJ",10,8513
"3933","C83003","BEECHFIELD MEDICAL CENTRE","PE11 1UN",15,19470
"3934","C83004","LIQUORPOND SURGERY","PE21 8UE",13,11406
"3935","C83005","SPILSBY SURGERY","PE23 5LG",12,7464
"3936","C83007","LAKESIDE HEALTHCARE STAMFORD","PE9 1YA",36,29599
"3937","C83008","SWINGBRIDGE SURGERY","NG31 7XT",10,6820
"3938","C83009","LINDUM MEDICAL PRACTICE","LN2 2JP",13,9183
"3939","C83010","PARKSIDE MEDICAL CENTRE","PE21 6PF",19,17488
"3940","C83011","MILLVIEW MEDICAL CENTRE","NG34 9QP",13,11283
"3941","C83013","RUSKINGTON SURGERY","NG34 9GQ",7,7943
"3942","C83014","BOULTHAM PARK MEDICAL PRACTICE","LN6 7SS",15,10044
"3943","C83015","SWINESHEAD SURGERY","PE20 3JE",10,8568
"3944","C83018","CLEVELAND SURGERY","DN21 2UQ",20,12335
"3945","C83019","BEACON MEDICAL PRACTICE","PE25 2RN",21,19930
"3946","C83020","CAYTHORPE & ANCASTER MEDICAL PRACTICE","NG32 3PP",20,9574
"3947","C83022","MUNRO MEDICAL CENTRE","PE11 2BY",14,20566
"3948","C83023","SLEAFORD MEDICAL GROUP","NG34 7HD",14,17378
"3949","C83024","THE GLENSIDE COUNTRY PRACTICE","NG33 4RZ",9,3311
"3950","C83025","RICHMOND MEDICAL CENTRE","LN6 9AY",12,18004
"3951","C83026","THE DEEPINGS PRACTICE","PE6 8DD",36,23872
"3952","C83027","HORNCASTLE MEDICAL GROUP","LN9 6AL",15,9549
"3953","C83028","HOLBEACH MEDICAL CENTRE","PE12 7EE",8,7846
"3954","C83029","BRANSTON & HEIGHINGTON FAMILY PRACTICE","LN4 1LH",7,5640
"3955","C83030","BILLINGHAY MEDICAL PRACTICE","LN4 4AU",7,4952
"3956","C83031","NETTLEHAM MEDICAL PRACTICE","LN2 2RS",27,12206
"3957","C83032","MERTON LODGE SURGERY","LN13 9HT",13,7524
"3958","C83033","HIBALDSTOW MEDICAL PRACTICE","DN20 9ED",6,3536
"3959","C83035","HEREWARD MEDICAL CENTRE","PE10 9XR",26,12002
"3960","C83036","GOSBERTON MEDICAL CENTRE","PE11 4NL",8,7423
"3961","C83037","WELTON FAMILY HEALTH CENTRE","LN2 3JH",13,9526
"3962","C83038","THE GLEBE PRACTICE","LN1 2NU",17,8170
"3963","C83039","MOULTON MEDICAL CENTRE","PE12 6QB",9,5594
"3964","C83040","ST. PETERS HILL SURGERY","NG31 6QA",16,14831
"3965","C83041","THE WOODLAND MEDICAL PRACTICE","LN6 0QQ",10,7940
"3966","C83042","MARSH MEDICAL PRACTICE","LN11 7QU",12,6472
"3967","C83043","MARKET RASEN SURGERY","LN8 3BP",20,10517
"3968","C83044","CASKGATE STREET SURGERY","DN21 2DJ",10,11766
"3969","C83045","HAWTHORN MEDICAL PRACTICE","PE25 3TD",16,17846
"3970","C83046","THE HEATH SURGERY","LN4 2LA",8,5814
"3971","C83048","ST. JOHNS MEDICAL CENTRE","NG31 6HR",17,14054
"3972","C83049","DR SINHA & PARTNERS","PE22 9LE",14,8470
"3973","C83051","ABBEY MEDICAL PRACTICE","LN2 5HR",13,7826
"3974","C83052","THE INGHAM SURGERY","LN1 2XF",4,3587
"3975","C83053","COLSTERWORTH SURGERY","NG33 5NJ",6,2623
"3976","C83054","BOURNE GALLETLY PRACTICE TEAM","PE10 9BT",22,13468
"3977","C83055","STICKNEY SURGERY","PE22 8AA",7,5778
"3978","C83056","EAST LINDSEY MEDICAL GROUP","LN11 9EH",14,14715
"3979","C83057","KIRTON MEDICAL CENTRE","PE20 1DS",5,7712
"3980","C83058","WASHINGBOROUGH SURGERY","LN4 1BN",8,7768
"3981","C83059","GREYFRIARS SURGERY","PE21 6JU",10,13223
"3982","C83060","THE SIDINGS MEDICAL PRACTICE","PE21 8EG",19,17150
"3983","C83061","NORTH THORESBY SURGERY","DN36 5RT",14,9379
"3984","C83062","CHURCH WALK SURGERY","LN4 3EZ",9,5638
"3985","C83063","LONG SUTTON MEDICAL CTR.","PE12 9HB",18,16089
"3986","C83064","MARISCO MEDICAL PRACTICE","LN12 1DP",11,14598
"3987","C83065","LITTLEBURY MEDICAL CENTRE","PE12 7DE",8,7607
"3988","C83067","LONG BENNINGTON MEDICAL CENTRE","NG23 5FR",10,6304
"3989","C83071","NEWARK ROAD SURGERY","LN6 8RT",4,7147
"3990","C83072","MINSTER MEDICAL PRACTICE","LN2 2JP",14,10315
"3991","C83073","CLIFF HOUSE MEDICAL PRACTICE","LN1 3LJ",9,6439
"3992","C83074","WILLINGHAM-BY-STOW SURGERY","DN21 5JZ",8,4215
"3993","C83075","VINE STREET SURGERY","NG31 6RQ",8,8753
"3994","C83078","BRANT ROAD & SPRINGCLIFFE SURGERY","LN5 9AB",10,9365
"3995","C83079","GLEBE PARK SURGERY","LN2 4QN",5,5385
"3996","C83080","THE HARROWBY LANE SURGERY","NG31 9NS",7,6064
"3997","C83082","BIRCHWOOD MEDICAL PRACTICE","LN6 0QQ",10,9905
"3998","C83083","THE NEW CONINGSBY SURGERY","LN4 4SG",8,7930
"3999","C83085","JAMES STREET FAMILY PRACTICE","LN11 0JN",17,12646
"4000","C83611","THE BASSINGHAM SURGERY","LN5 9HF",8,6741
"4001","C83613","CAISTOR HEALTH CENTRE","LN7 6NX",6,5186
"4002","C83614","SUTTERTON SURGERY","PE20 2ET",6,3622
"4003","C83617","ABBEYVIEW SURGERY","PE6 0AL",10,8424
"4004","C83626","BRAYFORD MEDICAL PRACTICE","LN1 1XP",6,9036
"4005","C83631","THE SPALDING GP SURGERY","PE11 3DT",2,3235
"4006","C83634","TASBURGH LODGE SURGERY","LN10 6TX",17,4305
"4007","C83635","WOODHALL SPA NEW SURGERY","LN10 6SQ",9,5626
"4008","C83641","TRENT VALLEY SURGERY","LN1 2NU",5,4363
"4009","C83643","BINBROOK SURGERY","LN8 6ED",5,2347
"4010","C83649","MARKET CROSS SURGERY","NG33 4BB",12,4952
"4011","C83650","THE WRAGBY SURGERY","LN8 5DA",10,3791
"4012","C83653","STACKYARD AND WOOLSTHORPE SURGERY","NG32 1QS",5,3743
"4013","Y01652","THE NEW SPRINGWELLS PRACTICE","NG34 0QQ",5,6302
"4014","Y04942","UNIVERSITY HEALTH CENTRE","LN6 7GA",4,10721
"4015","G83001","MANOR BROOK PMS","SE3 0EN",17,12503
"4016","G83002","THE WESTWOOD SURGERY","DA16 2HE",9,9655
"4017","G83004","BARNARD MEDICAL GROUP","DA14 4TA",15,14322
"4018","G83006","THE ALBION SURGERY","DA6 7LP",23,14923
"4019","G83009","BELLEGROVE SURGERY","DA16 3RE",6,12061
"4020","G83010","NORTHUMBERLAND HEATH MED.CTR.","DA8 3DB",11,14006
"4021","G83012","GALLIONS REACH HEALTH CENTRE","SE28 8BE",17,15959
"4022","G83013","BLACKHEATH STANDARD PMS","SE3 7HB",12,6552
"4023","G83015","ELTHAM PALACE PMS","SE9 5DQ",6,7761
"4024","G83016","ROYAL ARSENAL MEDICAL CENTRE","SE18 6TE",14,11337
"4025","G83018","LAKESIDE MEDICAL","SE2 9LH",17,16696
"4026","G83019","PLUMSTEAD H/C PMS","SE18 1BB",5,12094
"4027","G83021","VANBRUGH GROUP PRACTICE","SE10 9GB",28,17690
"4028","G83024","INGLETON AVENUE SURGERY","DA16 2JZ",11,4961
"4029","G83025","WELLING MEDICAL PRACTICE","DA16 2AT",15,11317
"4030","G83026","TRIVENI PMS","SE18 5TE",8,7546
"4031","G83027","EVEREST HEALTH PARTNERSHIP","SE9 6ER",26,18527
"4032","G83028","BEXLEY GROUP PRACTICE","DA16 3HQ",11,12593
"4033","G83029","PLAS MEDDYG SURGERY","DA5 1HU",12,7172
"4034","G83030","ALL SAINTS MEDICAL CENTRE PMS","SE18 3PS",9,6006
"4035","G83031","ABBEY WOOD SURGERY","SE2 9AT",9,7553
"4036","G83033","DR DAVIES & PARTNER","DA7 5HL",7,5619
"4037","G83039","ST MARKS PMS","SE18 3EP",10,9095
